546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
546412193,18.10,28.00
248164123,10.28,17.59
